Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
5/24/2021,"May 24, 2021",2021,2021,Unsolvable,Brooklyn Nine-Nine: Season 1: Unsolvable,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/25/2021,"May 25, 2021",2021,2021,Charges and Specs,Brooklyn Nine-Nine: Season 1: Charges and Specs,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
6/28/2021,"June 28, 2021",2021,2021,When Pubba Met Birdie,Sweet Tooth: Season 1: When Pubba Met Birdie,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.65,39,,1,1
6/28/2021,"June 28, 2021",2021,2021,What's in the Freezer?,Sweet Tooth: Season 1: What's in the Freezer?,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.666666667,40,,1,1
6/27/2021,"June 27, 2021",2021,2021,Weird Deer S**t,Sweet Tooth: Season 1: Weird Deer S**t,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.7,42,,1,1
6/28/2021,"June 28, 2021",2021,2021,Stranger Danger on a Train,Sweet Tooth: Season 1: Stranger Danger on a Train,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.7,42,,1,1
2/24/2021,"February 24, 2021",2021,2021,It's All Her Fault,How to Get Away With Murder: Season 1: It's All Her Fault,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/25/2021,"February 25, 2021",2021,2021,"Smile, or Go to Jail","How to Get Away With Murder: Season 1: Smile, or Go to Jail",True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/26/2021,"February 26, 2021",2021,2021,Freakin' Whack-a-Mole,How to Get Away With Murder: Season 1: Freakin' Whack-a-Mole,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/26/2021,"February 26, 2021",2021,2021,Let's Get to Scooping,How to Get Away With Murder: Season 1: Let's Get to Scooping,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/26/2021,"February 26, 2021",2021,2021,We're Not Friends,How to Get Away With Murder: Season 1: We're Not Friends,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/27/2021,"February 27, 2021",2021,2021,He Deserved to Die,How to Get Away With Murder: Season 1: He Deserved to Die,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/27/2021,"February 27, 2021",2021,2021,He Has a Wife,How to Get Away With Murder: Season 1: He Has a Wife,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/27/2021,"February 27, 2021",2021,2021,"Kill Me, Kill Me, Kill Me","How to Get Away With Murder: Season 1: Kill Me, Kill Me, Kill Me",True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,Best Christmas Ever,How to Get Away With Murder: Season 1: Best Christmas Ever,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,Hello Raskolnikov,How to Get Away With Murder: Season 1: Hello Raskolnikov,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,It's All My Fault,How to Get Away With Murder: Season 1: It's All My Fault,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,Mama's Here Now,How to Get Away With Murder: Season 1: Mama's Here Now,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,She's a Murderer,How to Get Away With Murder: Season 1: She's a Murderer,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
2/28/2021,"February 28, 2021",2021,2021,The Night Lila Died,How to Get Away With Murder: Season 1: The Night Lila Died,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.716666667,43,,1,1
6/28/2021,"June 28, 2021",2021,2021,Secret Sauce,Sweet Tooth: Season 1: Secret Sauce,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.716666667,43,,1,1
2/23/2021,"February 23, 2021",2021,2021,Pilot,How to Get Away With Murder: Season 1: Pilot,True, Season 1,How to Get Away With Murder,How to Get Away With Murder Season 1,Series,Series,1,,0.733333333,44,,1,1
2/19/2021,"February 19, 2021",2021,2021,Episode 8,Sweet Home: Season 1: Episode 8,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.733333333,44,,1,1
2/18/2021,"February 18, 2021",2021,2021,Episode 3,Sweet Home: Season 1: Episode 3,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.766666667,46,,1,1
2/18/2021,"February 18, 2021",2021,2021,Episode 4,Sweet Home: Season 1: Episode 4,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.766666667,46,,1,1
2/19/2021,"February 19, 2021",2021,2021,Episode 6,Sweet Home: Season 1: Episode 6,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.816666667,49,,1,1
2/15/2021,"February 15, 2021",2021,2021,Episode 2,Sweet Home: Season 1: Episode 2,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.833333333,50,,1,1
6/27/2021,"June 27, 2021",2021,2021,Sorry About All the Dead People,Sweet Tooth: Season 1: Sorry About All the Dead People,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.833333333,50,,1,1
2/19/2021,"February 19, 2021",2021,2021,Episode 7,Sweet Home: Season 1: Episode 7,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.883333333,53,,1,1
2/20/2021,"February 20, 2021",2021,2021,Episode 10,Sweet Home: Season 1: Episode 10,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.883333333,53,,1,1
6/27/2021,"June 27, 2021",2021,2021,Out of the Deep Woods,Sweet Tooth: Season 1: Out of the Deep Woods,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.9,54,,1,1
6/28/2021,"June 28, 2021",2021,2021,Big Man,Sweet Tooth: Season 1: Big Man,True, Season 1,Sweet Tooth,Sweet Tooth Season 1,Series,Series,1,,0.9,54,,1,1
2/20/2021,"February 20, 2021",2021,2021,Episode 9,Sweet Home: Season 1: Episode 9,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.916666667,55,,1,1
2/18/2021,"February 18, 2021",2021,2021,Episode 5,Sweet Home: Season 1: Episode 5,True, Season 1,Sweet Home,Sweet Home Season 1,Series,Series,1,,0.933333333,56,,1,1
5/25/2021,"May 25, 2021",2021,2021,Chocolate Milk,Brooklyn Nine-Nine: Season 2: Chocolate Milk,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/25/2021,"May 25, 2021",2021,2021,The Jimmy Jab Games,Brooklyn Nine-Nine: Season 2: The Jimmy Jab Games,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/25/2021,"May 25, 2021",2021,2021,Undercover,Brooklyn Nine-Nine: Season 2: Undercover,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/26/2021,"May 26, 2021",2021,2021,Halloween II,Brooklyn Nine-Nine: Season 2: Halloween II,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/26/2021,"May 26, 2021",2021,2021,Jake and Sophia,Brooklyn Nine-Nine: Season 2: Jake and Sophia,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/26/2021,"May 26, 2021",2021,2021,The Mole,Brooklyn Nine-Nine: Season 2: The Mole,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/27/2021,"May 27, 2021",2021,2021,Lockdown,Brooklyn Nine-Nine: Season 2: Lockdown,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/27/2021,"May 27, 2021",2021,2021,The Pontiac Bandit Returns,Brooklyn Nine-Nine: Season 2: The Pontiac Bandit Returns,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/27/2021,"May 27, 2021",2021,2021,The Road Trip,Brooklyn Nine-Nine: Season 2: The Road Trip,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/27/2021,"May 27, 2021",2021,2021,USPIS,Brooklyn Nine-Nine: Season 2: USPIS,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/28/2021,"May 28, 2021",2021,2021,Beach House,Brooklyn Nine-Nine: Season 2: Beach House,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/28/2021,"May 28, 2021",2021,2021,Payback,Brooklyn Nine-Nine: Season 2: Payback,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/28/2021,"May 28, 2021",2021,2021,Stakeout,Brooklyn Nine-Nine: Season 2: Stakeout,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/29/2021,"May 29, 2021",2021,2021,Boyle-Linetti Wedding,Brooklyn Nine-Nine: Season 2: Boyle-Linetti Wedding,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/29/2021,"May 29, 2021",2021,2021,Captain Peralta,Brooklyn Nine-Nine: Season 2: Captain Peralta,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/29/2021,"May 29, 2021",2021,2021,The Defense Rests,Brooklyn Nine-Nine: Season 2: The Defense Rests,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/29/2021,"May 29, 2021",2021,2021,The Wednesday Incident,Brooklyn Nine-Nine: Season 2: The Wednesday Incident,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/29/2021,"May 29, 2021",2021,2021,Windbreaker City,Brooklyn Nine-Nine: Season 2: Windbreaker City,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/30/2021,"May 30, 2021",2021,2021,AC/DC,Brooklyn Nine-Nine: Season 2: AC/DC,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/30/2021,"May 30, 2021",2021,2021,Det. Dave Majors,Brooklyn Nine-Nine: Season 2: Det. Dave Majors,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/30/2021,"May 30, 2021",2021,2021,Sabotage,Brooklyn Nine-Nine: Season 2: Sabotage,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/30/2021,"May 30, 2021",2021,2021,The Chopper,Brooklyn Nine-Nine: Season 2: The Chopper,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
5/31/2021,"May 31, 2021",2021,2021,Johnny and Dora,Brooklyn Nine-Nine: Season 2: Johnny and Dora,True, Season 2,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 2,Series,Series,1,,0.35,21,,1,1
3/5/2021,"March 5, 2021",2021,2021,It's Called the Octopus,How to Get Away With Murder: Season 2: It's Called the Octopus,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/5/2021,"March 5, 2021",2021,2021,It's Time to Move On,How to Get Away With Murder: Season 2: It's Time to Move On,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/5/2021,"March 5, 2021",2021,2021,She's Dying,How to Get Away With Murder: Season 2: She's Dying,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/6/2021,"March 6, 2021",2021,2021,I Want You to Die,How to Get Away With Murder: Season 2: I Want You to Die,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/6/2021,"March 6, 2021",2021,2021,Meet Bonnie,How to Get Away With Murder: Season 2: Meet Bonnie,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/6/2021,"March 6, 2021",2021,2021,Skanks Get Shanked,How to Get Away With Murder: Season 2: Skanks Get Shanked,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/6/2021,"March 6, 2021",2021,2021,"Two Birds, One Millstone","How to Get Away With Murder: Season 2: Two Birds, One Millstone",True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,"Hi, I'm Philip","How to Get Away With Murder: Season 2: Hi, I'm Philip",True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,It's a Trap,How to Get Away With Murder: Season 2: It's a Trap,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,She Hates Us,How to Get Away With Murder: Season 2: She Hates Us,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,Something Bad Happened,How to Get Away With Murder: Season 2: Something Bad Happened,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,What Did We Do?,How to Get Away With Murder: Season 2: What Did We Do?,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/7/2021,"March 7, 2021",2021,2021,"What Happened to You, Annalise?","How to Get Away With Murder: Season 2: What Happened to You, Annalise?",True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/8/2021,"March 8, 2021",2021,2021,Anna Mae,How to Get Away With Murder: Season 2: Anna Mae,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
3/8/2021,"March 8, 2021",2021,2021,There's My Baby,How to Get Away With Murder: Season 2: There's My Baby,True, Season 2,How to Get Away With Murder,How to Get Away With Murder Season 2,Series,Series,1,,0.716666667,43,,1,1
5/31/2021,"May 31, 2021",2021,2021,Boyle's Hunch,Brooklyn Nine-Nine: Season 3: Boyle's Hunch,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
5/31/2021,"May 31, 2021",2021,2021,New Captain,Brooklyn Nine-Nine: Season 3: New Captain,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
5/31/2021,"May 31, 2021",2021,2021,The Funeral,Brooklyn Nine-Nine: Season 3: The Funeral,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
5/31/2021,"May 31, 2021",2021,2021,The Oolong Slayer,Brooklyn Nine-Nine: Season 3: The Oolong Slayer,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/1/2021,"June 1, 2021",2021,2021,Ava,Brooklyn Nine-Nine: Season 3: Ava,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/1/2021,"June 1, 2021",2021,2021,Halloween Part III,Brooklyn Nine-Nine: Season 3: Halloween Part III,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/1/2021,"June 1, 2021",2021,2021,Into the Woods,Brooklyn Nine-Nine: Season 3: Into the Woods,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/1/2021,"June 1, 2021",2021,2021,The Mattress,Brooklyn Nine-Nine: Season 3: The Mattress,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/2/2021,"June 2, 2021",2021,2021,Hostage Situation,Brooklyn Nine-Nine: Season 3: Hostage Situation,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/2/2021,"June 2, 2021",2021,2021,The Swedes,Brooklyn Nine-Nine: Season 3: The Swedes,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/2/2021,"June 2, 2021",2021,2021,Yippie Kayak,Brooklyn Nine-Nine: Season 3: Yippie Kayak,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/3/2021,"June 3, 2021",2021,2021,9 Days,Brooklyn Nine-Nine: Season 3: 9 Days,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/3/2021,"June 3, 2021",2021,2021,Karen Peralta,Brooklyn Nine-Nine: Season 3: Karen Peralta,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/3/2021,"June 3, 2021",2021,2021,The Cruise,Brooklyn Nine-Nine: Season 3: The Cruise,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/4/2021,"June 4, 2021",2021,2021,Adrian Pimento,Brooklyn Nine-Nine: Season 3: Adrian Pimento,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/4/2021,"June 4, 2021",2021,2021,House Mouses,Brooklyn Nine-Nine: Season 3: House Mouses,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/4/2021,"June 4, 2021",2021,2021,The 9-8,Brooklyn Nine-Nine: Season 3: The 9-8,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/5/2021,"June 5, 2021",2021,2021,Cheddar,Brooklyn Nine-Nine: Season 3: Cheddar,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/5/2021,"June 5, 2021",2021,2021,Maximum Security,Brooklyn Nine-Nine: Season 3: Maximum Security,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/5/2021,"June 5, 2021",2021,2021,Paranoia,Brooklyn Nine-Nine: Season 3: Paranoia,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/5/2021,"June 5, 2021",2021,2021,Terry Kitties,Brooklyn Nine-Nine: Season 3: Terry Kitties,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/5/2021,"June 5, 2021",2021,2021,The Bureau,Brooklyn Nine-Nine: Season 3: The Bureau,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
6/6/2021,"June 6, 2021",2021,2021,Greg and Larry,Brooklyn Nine-Nine: Season 3: Greg and Larry,True, Season 3,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 3,Series,Series,1,,0.35,21,,1,1
3/9/2021,"March 9, 2021",2021,2021,Always Bet Black,How to Get Away With Murder: Season 3: Always Bet Black,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,Call It Mother's Intuition,How to Get Away With Murder: Season 3: Call It Mother's Intuition,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,Don't Tell Annalise,How to Get Away With Murder: Season 3: Don't Tell Annalise,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,Is Someone Really Dead?,How to Get Away With Murder: Season 3: Is Someone Really Dead?,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,It's About Frank,How to Get Away With Murder: Season 3: It's About Frank,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,There Are Worse Things Than Murder,How to Get Away With Murder: Season 3: There Are Worse Things Than Murder,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/9/2021,"March 9, 2021",2021,2021,We're Good People Now,How to Get Away With Murder: Season 3: We're Good People Now,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/10/2021,"March 10, 2021",2021,2021,No More Blood,How to Get Away With Murder: Season 3: No More Blood,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/10/2021,"March 10, 2021",2021,2021,We're Bad People,How to Get Away With Murder: Season 3: We're Bad People,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/10/2021,"March 10, 2021",2021,2021,Who's Dead?,How to Get Away With Murder: Season 3: Who's Dead?,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
3/11/2021,"March 11, 2021",2021,2021,Go Cry Somewhere Else,How to Get Away With Murder: Season 3: Go Cry Somewhere Else,True, Season 3,How to Get Away With Murder,How to Get Away With Murder Season 3,Series,Series,1,,0.716666667,43,,1,1
